id,author_name,created_at,text,hashtags,user_mentions
1440600188138115072,Dydlef Wirginijski,2021-09-22 08:53:44,"Narodowe Wypłaszczenie 
@AndrzejDuda 
dzień trzysta czterdziesty trzeci:
8️⃣8️⃣2️⃣❗️2️⃣0️⃣‼️😨
#koronawirus #wypłaszczenie",wypłaszczenie,Andrzej Duda
1440599977726648328,카시아 🐝💙 BLUE LETTER BABY LET'S GO,2021-09-22 08:52:54,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440599944235139086,medexit,2021-09-22 08:52:46,"RT @medexit: „Rząd bardziej boi się własnego elektoratu niż kolejnej eksplozji zachorowań - ocenił dr Wojciech Warski, wiceprzewodniczący P…",,medexit
1440599754048634887,Radio Kielce,2021-09-22 08:52:01,"Z powodu zachorowania na COVID-19 zmarli mieszkańcy z powiatów starachowickiego i kazimierskiego.
#koronawirus… https://t.co/AfoqDvnDvp",koronawirus,
1440599674600112131,Mary 🦥,2021-09-22 08:51:42,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440599634192203780,Dalebor Łysiec 🇵🇱 #WomenLivesMatterToo ***,2021-09-22 08:51:32,@dropsik79 @FajnieFajniusio @Autolikos1 @AnieleGriswold @grabdek @retusz @Zosia99720262 @neniambulance tak tak pozi… https://t.co/oQFCCm0GpM,,leon zawodowiec
1440599634192203780,Dalebor Łysiec 🇵🇱 #WomenLivesMatterToo ***,2021-09-22 08:51:32,@dropsik79 @FajnieFajniusio @Autolikos1 @AnieleGriswold @grabdek @retusz @Zosia99720262 @neniambulance tak tak pozi… https://t.co/oQFCCm0GpM,,Fazik
1440599634192203780,Dalebor Łysiec 🇵🇱 #WomenLivesMatterToo ***,2021-09-22 08:51:32,@dropsik79 @FajnieFajniusio @Autolikos1 @AnieleGriswold @grabdek @retusz @Zosia99720262 @neniambulance tak tak pozi… https://t.co/oQFCCm0GpM,,Autolikos
1440599634192203780,Dalebor Łysiec 🇵🇱 #WomenLivesMatterToo ***,2021-09-22 08:51:32,@dropsik79 @FajnieFajniusio @Autolikos1 @AnieleGriswold @grabdek @retusz @Zosia99720262 @neniambulance tak tak pozi… https://t.co/oQFCCm0GpM,,Clark Griswold ⚓
1440599634192203780,Dalebor Łysiec 🇵🇱 #WomenLivesMatterToo ***,2021-09-22 08:51:32,@dropsik79 @FajnieFajniusio @Autolikos1 @AnieleGriswold @grabdek @retusz @Zosia99720262 @neniambulance tak tak pozi… https://t.co/oQFCCm0GpM,,Arti_Antoś
1440599634192203780,Dalebor Łysiec 🇵🇱 #WomenLivesMatterToo ***,2021-09-22 08:51:32,@dropsik79 @FajnieFajniusio @Autolikos1 @AnieleGriswold @grabdek @retusz @Zosia99720262 @neniambulance tak tak pozi… https://t.co/oQFCCm0GpM,,Grzegorz Adam Bajcy
1440599634192203780,Dalebor Łysiec 🇵🇱 #WomenLivesMatterToo ***,2021-09-22 08:51:32,@dropsik79 @FajnieFajniusio @Autolikos1 @AnieleGriswold @grabdek @retusz @Zosia99720262 @neniambulance tak tak pozi… https://t.co/oQFCCm0GpM,,Zosia...@gayyka /2/
1440599634192203780,Dalebor Łysiec 🇵🇱 #WomenLivesMatterToo ***,2021-09-22 08:51:32,@dropsik79 @FajnieFajniusio @Autolikos1 @AnieleGriswold @grabdek @retusz @Zosia99720262 @neniambulance tak tak pozi… https://t.co/oQFCCm0GpM,,Neni the ambulance
1440599548171223043,Radio ZET NEWS,2021-09-22 08:51:11,"Mamy 882 nowe zakażenia #koronawirus.em, informuje @MZ_GOV_PL. Zmarło 20 osób z #covid_19. https://t.co/gYNlLnZAqQ",koronawirus,Ministerstwo Zdrowia
1440599548171223043,Radio ZET NEWS,2021-09-22 08:51:11,"Mamy 882 nowe zakażenia #koronawirus.em, informuje @MZ_GOV_PL. Zmarło 20 osób z #covid_19. https://t.co/gYNlLnZAqQ",covid_19,Ministerstwo Zdrowia
1440599378549346304,Radio Białystok,2021-09-22 08:50:31,"Minionej doby w #Podlaskie odnotowano 52 nowe zakażenia #koronawirus 

#COVID19 

https://t.co/2ToPU3Kk6z",Podlaskie,
1440599378549346304,Radio Białystok,2021-09-22 08:50:31,"Minionej doby w #Podlaskie odnotowano 52 nowe zakażenia #koronawirus 

#COVID19 

https://t.co/2ToPU3Kk6z",koronawirus,
1440599378549346304,Radio Białystok,2021-09-22 08:50:31,"Minionej doby w #Podlaskie odnotowano 52 nowe zakażenia #koronawirus 

#COVID19 

https://t.co/2ToPU3Kk6z",COVID19,
1440599329127878666,Hubert Zaniewicz,2021-09-22 08:50:19,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440599297498574849,Podlaski Urząd Wojewódzki,2021-09-22 08:50:12,"📉 Ministerstwo Zdrowia informuje o 52 nowych zakażeniach #koronawirus w województwie podlaskim. 

ℹ Codzienny rapor… https://t.co/WR4NUiuV87",koronawirus,
1440599257287847941,𝙰𝚞𝚝𝚞𝚖𝚗 🍁🧡,2021-09-22 08:50:02,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440599255983345665,Bożena Ż,2021-09-22 08:50:02,"RT @davoff994_d: Szukam filmiku na którym GUT mówi o tym że koronawirus nie różni się klinicznie od grypy niczym.
Nie mogę tego znaleźć.
Ja…",,Rafał 🇵🇱
1440599209938280455,W-M Urząd Wojewódzki w Olsztynie,2021-09-22 08:49:51,"Mamy 882 nowych i potwierdzonych przypadków zakażenia #koronawirus, w tym, w województwie warmińsko-mazurskim 43: C… https://t.co/ASqFYGH5ZC",koronawirus,
1440599005302378499,TVP3 Olsztyn,2021-09-22 08:49:02,"Wzrost zakażeń #koronawirus na WiM
https://t.co/TM9NZif6IU",koronawirus,
1440598959337062400,Nina Winiarska,2021-09-22 08:48:51,"RT @MZ_GOV_PL: 📊 W ciągu doby wykonano ponad 42,3 tys. testów na #koronawirus. https://t.co/7j4KLQMhBm",koronawirus,Ministerstwo Zdrowia
1440598881188802577,Aneta Patrycja Hammami (Adamowicz),2021-09-22 08:48:32,"RT @lubczyk_radek: Jesień zbliża się wielkimi krokami, a wraz z nią choroby sezonowe i wzrost zakażeń #koronawirus. Minister Niedzielski st…",koronawirus,Radosław Lubczyk
1440598856664633347,Przemysław Jankowski🏴‍☠️🌈🦅,2021-09-22 08:48:27,@MdW_Polska Koronawirus boi się Mazurka,,Młodzi Dla Wolności
1440598748380348417,Daniel Kleszcz,2021-09-22 08:48:01,"RT @lubczyk_radek: Jesień zbliża się wielkimi krokami, a wraz z nią choroby sezonowe i wzrost zakażeń #koronawirus. Minister Niedzielski st…",koronawirus,Radosław Lubczyk
1440598694789713924,Radosław Lubczyk,2021-09-22 08:47:48,"Jesień zbliża się wielkimi krokami, a wraz z nią choroby sezonowe i wzrost zakażeń #koronawirus. Minister Niedziels… https://t.co/YV3PDvqUQr",koronawirus,
1440598599847399428,Mazowiecki UW,2021-09-22 08:47:25,📊Dzienny raport o #koronawirus ⬇️ https://t.co/Ct8pc70X4Q,koronawirus,
1440598550870593539,Karolina,2021-09-22 08:47:14,"RT @MZ_GOV_PL: 📊 W ciągu doby wykonano ponad 42,3 tys. testów na #koronawirus. https://t.co/7j4KLQMhBm",koronawirus,Ministerstwo Zdrowia
1440598423850274816,KoronawirusPolska,2021-09-22 08:46:43,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440598241704173582,Arko,2021-09-22 08:46:00,RT @MZ_GOV_PL: 📊 Dzienny raport o #koronawirus. https://t.co/PlHMXWofzH,koronawirus,Ministerstwo Zdrowia
1440598201459900422,Michał ✝🇵🇱 #BabiesLivesMatter,2021-09-22 08:45:50,"RT @MZ_GOV_PL: 📊 W ciągu doby wykonano ponad 42,3 tys. testów na #koronawirus. https://t.co/7j4KLQMhBm",koronawirus,Ministerstwo Zdrowia
1440598182359035908,Arko,2021-09-22 08:45:46,"RT @MZ_GOV_PL: 📊 W ciągu doby wykonano ponad 42,3 tys. testów na #koronawirus. https://t.co/7j4KLQMhBm",koronawirus,Ministerstwo Zdrowia
1440598145746931715,LuKe StAn,2021-09-22 08:45:37,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440598142655746048,🎗 eiden,2021-09-22 08:45:36,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440598111974408199,gk24.pl,2021-09-22 08:45:29,"Koronawirus w województwie zachodniopomorskim. Wzrost zakażeń w kraju i regionie

https://t.co/RUBL9T6fcX",,
1440598071289647110,🐟,2021-09-22 08:45:19,"RT @MZ_GOV_PL: 📊 W ciągu doby wykonano ponad 42,3 tys. testów na #koronawirus. https://t.co/7j4KLQMhBm",koronawirus,Ministerstwo Zdrowia
1440597988846485504,TVP3,2021-09-22 08:45:00,Sprawdź najnowszy #koronawirus raport od @MZ_GOV_PL ⤵️ https://t.co/PsVHGcCfUg,koronawirus,Ministerstwo Zdrowia
1440597988812931072,Ministerstwo Zdrowia,2021-09-22 08:45:00,"📊 W ciągu doby wykonano ponad 42,3 tys. testów na #koronawirus. https://t.co/7j4KLQMhBm",koronawirus,
1440597907682390022,Violetta Grabowska,2021-09-22 08:44:40,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440597885951754240,Bartosz Bieroński,2021-09-22 08:44:35,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440597449819627527,⚡ebastian #SilniRazem#⚡kasujPiS🇵🇱🇪🇺🎱🐕,2021-09-22 08:42:51,"Ministerstwo Zdrowia: 882 zakażeń koronawirusem i 20 ofiar śmiertelnych
https://t.co/r4Y4VKe6oc

- - -
Wysłane z ap… https://t.co/yS1IDcAW9C",,
1440597395511787527,Kinia𓆏,2021-09-22 08:42:38,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440597254058823697,Nasz Głos Poznański,2021-09-22 08:42:05,Koronawirus w Wielkopolsce - dzisiejsze dane: https://t.co/0XJa4qrg2r,,
1440597093421256722,WUW Poznań,2021-09-22 08:41:26,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440597075624742923,WUW Poznań,2021-09-22 08:41:22,RT @MZ_GOV_PL: 📊 Dzienny raport o #koronawirus. https://t.co/PlHMXWofzH,koronawirus,Ministerstwo Zdrowia
1440596989029203974,ZIELIŃSKI Michał - Wojewoda Wielkopolski,2021-09-22 08:41:01,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440596963016069128,Arko,2021-09-22 08:40:55,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440596919420477453,Kami 🤍,2021-09-22 08:40:45,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440596882179330049,just a cat,2021-09-22 08:40:36,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440596755163144197,Radio Łódź,2021-09-22 08:40:06,"Województwo łódzkie z trzecią największą liczbą nowych zakażeń
#koronawirus #koronaraport #covid
https://t.co/Ht3hWhs1g2",koronawirus,
1440596755163144197,Radio Łódź,2021-09-22 08:40:06,"Województwo łódzkie z trzecią największą liczbą nowych zakażeń
#koronawirus #koronaraport #covid
https://t.co/Ht3hWhs1g2",koronaraport,
1440596755163144197,Radio Łódź,2021-09-22 08:40:06,"Województwo łódzkie z trzecią największą liczbą nowych zakażeń
#koronawirus #koronaraport #covid
https://t.co/Ht3hWhs1g2",covid,
1440596742051827721,HufflepuffCat,2021-09-22 08:40:02,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440596730651807744,Fakty TVN,2021-09-22 08:40:00,"Przepustka do normalności.

SZCZEGÓŁY w materiale @FaktyTVN
💻 🖥 📣
https://t.co/M425qMhxs5 https://t.co/orIL1guICy",,Fakty TVN
1440596652415328452,Fakty o świecie,2021-09-22 08:39:41,"RT @tvn24: #PILNE | Ministerstwo Zdrowia poinformowało w środę o 882 nowych, potwierdzonych przypadkach zakażenia koronawirusem. Resort prz…",PILNE,tvn24
1440596636527317005,TVN24 Sport,2021-09-22 08:39:37,"RT @tvn24: #PILNE | Ministerstwo Zdrowia poinformowało w środę o 882 nowych, potwierdzonych przypadkach zakażenia koronawirusem. Resort prz…",PILNE,tvn24
1440596623927562243,TVN Warszawa,2021-09-22 08:39:34,"RT @tvn24: #PILNE | Ministerstwo Zdrowia poinformowało w środę o 882 nowych, potwierdzonych przypadkach zakażenia koronawirusem. Resort prz…",PILNE,tvn24
1440596609474056194,TVN24 BiS,2021-09-22 08:39:31,"RT @tvn24: #PILNE | Ministerstwo Zdrowia poinformowało w środę o 882 nowych, potwierdzonych przypadkach zakażenia koronawirusem. Resort prz…",PILNE,tvn24
1440596595867734022,Fakty TVN,2021-09-22 08:39:28,"RT @tvn24: #PILNE | Ministerstwo Zdrowia poinformowało w środę o 882 nowych, potwierdzonych przypadkach zakażenia koronawirusem. Resort prz…",PILNE,tvn24
1440596485398138882,Paweł,2021-09-22 08:39:01,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440596351075581959,WPROST.pl,2021-09-22 08:38:29,Czwarta fala #koronawirusa jest faktem. Dziś blisko 900 nowych zakażeń https://t.co/5SlV65mov7,koronawirusa,
1440596346134622210,Polskie Radio,2021-09-22 08:38:28,RT @PR24_pl: Koronawirus w Polsce - dane @MZ_GOV_PL https://t.co/RKntyTznFH,,PolskieRadio24.pl
1440596346134622210,Polskie Radio,2021-09-22 08:38:28,RT @PR24_pl: Koronawirus w Polsce - dane @MZ_GOV_PL https://t.co/RKntyTznFH,,Ministerstwo Zdrowia
